season,wteam,lteam,School,OverallG,OverallW,OverallL,OverallW.L_percent,OverallSRS,OverallSOS,Conf.W,Conf.L,PointsTm.,PointsOpp.,School.TotalsFG,School.TotalsFGA,School.TotalsFG_percent,School.Totals3P,School.Totals3PA,School.Totals3P_percent,School.TotalsFT,School.TotalsFTA,School.TotalsFT_percent,School.TotalsTRB,School.TotalsAST,School.TotalsSTL,School.TotalsBLK,SchoolAdvancedFTr,SchoolAdvanced3PAr,SchoolAdvancedTS_percent,SchoolAdvancedTRB_percent,SchoolAdvancedAST_percent,SchoolAdvancedBLK_percent,SchoolAdvancedeFG_percent,SchoolAdvancedFT.FGA,season.2,seed,School.1,OverallG.1,OverallW.1,OverallL.1,OverallW.L_percent.1,OverallSRS.1,OverallSOS.1,Conf.W.1,Conf.L.1,PointsTm..1,PointsOpp..1,School.TotalsFG.1,School.TotalsFGA.1,School.TotalsFG_percent.1,School.Totals3P.1,School.Totals3PA.1,School.Totals3P_percent.1,School.TotalsFT.1,School.TotalsFTA.1,School.TotalsFT_percent.1,School.TotalsTRB.1,School.TotalsAST.1,School.TotalsSTL.1,School.TotalsBLK.1,SchoolAdvancedFTr.1,SchoolAdvanced3PAr.1,SchoolAdvancedTS_percent.1,SchoolAdvancedTRB_percent.1,SchoolAdvancedAST_percent.1,SchoolAdvancedBLK_percent.1,SchoolAdvancedeFG_percent.1,SchoolAdvancedFT.FGA.1,season.1,seed.1,variable
1996,Massachusetts,Central Florida,Massachusetts,37,35,2,0.946,21.38,8.92,15,1,2768,2307,992,2187,0.454,160,457,0.35,624,918,0.68,1482,558,311,232,0.42,0.209,0.528,53.8,56.3,15,0.49,0.285,1996,1,Central Florida,30,11,19,0.367,-10,-3.83,6,10,2243,2395,797,1757,0.454,201,561,0.358,448,629,0.712,1110,445,175,103,0.358,0.319,0.546,49.1,55.8,7.9,0.511,0.255,1996,16,wteam
1996,Stanford,Bradley,Stanford,29,20,9,0.69,14.85,6.33,12,6,2181,1934,735,1650,0.445,153,445,0.344,558,736,0.758,1073,466,181,52,0.446,0.27,0.545,52.7,63.4,4.2,0.492,0.338,1996,9,Bradley,30,22,8,0.733,9.71,3.55,15,3,2136,1951,739,1656,0.446,156,407,0.383,502,718,0.699,1073,447,217,97,0.434,0.246,0.535,49.7,60.5,7.8,0.493,0.303,1996,8,wteam
1996,Arkansas,Penn State,Arkansas,33,20,13,0.606,11.67,8.09,9,7,2560,2442,947,2143,0.442,190,586,0.324,476,763,0.624,1314,501,300,147,0.356,0.273,0.511,49.1,52.9,10.7,0.486,0.222,1996,12,Penn State,28,21,7,0.75,17.08,6.33,12,6,2095,1794,728,1555,0.468,197,482,0.409,442,642,0.688,1077,473,206,143,0.413,0.31,0.563,54.3,65,11.7,0.532,0.284,1996,5,wteam
1996,Marquette,Monmouth,Marquette,31,23,8,0.742,14.45,4.93,10,4,2259,1964,792,1820,0.435,215,599,0.359,460,644,0.714,1223,461,166,166,0.354,0.329,0.531,53.4,58.2,13.2,0.494,0.253,1996,4,Monmouth,30,20,10,0.667,-1.89,-5.56,14,4,2065,1955,734,1573,0.467,127,353,0.36,470,677,0.694,991,459,235,102,0.43,0.224,0.545,49.2,62.5,9.9,0.507,0.299,1996,13,wteam
1996,North Carolina,New Orleans,North Carolina,32,21,11,0.656,18.02,11.42,10,6,2484,2273,919,1869,0.492,235,593,0.396,411,613,0.67,1243,559,172,110,0.328,0.317,0.575,54.4,60.8,9.6,0.555,0.22,1996,6,New Orleans,30,21,9,0.7,5.97,1.47,14,4,2178,2043,780,1715,0.455,189,526,0.359,429,649,0.661,1139,449,208,80,0.378,0.307,0.538,52.6,57.6,6.3,0.51,0.25,1996,11,wteam
1996,Texas Tech,Northern Illinois,Texas Tech,32,30,2,0.938,14.86,2.11,14,0,2629,2221,908,1983,0.458,251,714,0.352,562,850,0.661,1358,560,170,123,0.429,0.36,0.551,53.9,61.7,8.2,0.521,0.283,1996,3,Northern Illinois,30,20,10,0.667,4.37,-3.6,10,6,2249,1979,812,1797,0.452,197,565,0.349,428,651,0.657,1215,464,198,108,0.362,0.314,0.534,54.5,57.1,8.8,0.507,0.238,1996,14,wteam
1996,New Mexico,Kansas State,New Mexico,33,28,5,0.848,11.55,3.42,14,4,2567,2293,889,1802,0.493,220,578,0.381,569,814,0.699,1204,515,228,137,0.452,0.321,0.586,51.7,57.9,9.5,0.554,0.316,1996,7,Kansas State,29,17,12,0.586,7.75,7.72,7,7,1970,1963,683,1626,0.42,128,382,0.335,476,735,0.648,1106,373,197,121,0.452,0.235,0.499,51.2,54.6,10.3,0.459,0.293,1996,10,wteam
1996,Georgetown,Mississippi Valley State,Georgetown,37,29,8,0.784,22.63,9.83,13,5,3082,2545,1121,2356,0.476,188,568,0.331,652,1027,0.635,1606,521,431,185,0.436,0.241,0.542,54.7,46.5,11.3,0.516,0.277,1996,2,Mississippi Valley State,29,22,7,0.759,-5.56,-11.92,11,3,2486,2218,925,2000,0.463,166,525,0.316,470,759,0.619,1402,401,241,109,0.38,0.263,0.527,56.8,43.4,7.8,0.504,0.235,1996,15,wteam
1996,Massachusetts,Stanford,Massachusetts,37,35,2,0.946,21.38,8.92,15,1,2768,2307,992,2187,0.454,160,457,0.35,624,918,0.68,1482,558,311,232,0.42,0.209,0.528,53.8,56.3,15,0.49,0.285,1996,1,Stanford,29,20,9,0.69,14.85,6.33,12,6,2181,1934,735,1650,0.445,153,445,0.344,558,736,0.758,1073,466,181,52,0.446,0.27,0.545,52.7,63.4,4.2,0.492,0.338,1996,9,wteam
1996,Arkansas,Marquette,Arkansas,33,20,13,0.606,11.67,8.09,9,7,2560,2442,947,2143,0.442,190,586,0.324,476,763,0.624,1314,501,300,147,0.356,0.273,0.511,49.1,52.9,10.7,0.486,0.222,1996,12,Marquette,31,23,8,0.742,14.45,4.93,10,4,2259,1964,792,1820,0.435,215,599,0.359,460,644,0.714,1223,461,166,166,0.354,0.329,0.531,53.4,58.2,13.2,0.494,0.253,1996,4,wteam
1996,Texas Tech,North Carolina,Texas Tech,32,30,2,0.938,14.86,2.11,14,0,2629,2221,908,1983,0.458,251,714,0.352,562,850,0.661,1358,560,170,123,0.429,0.36,0.551,53.9,61.7,8.2,0.521,0.283,1996,3,North Carolina,32,21,11,0.656,18.02,11.42,10,6,2484,2273,919,1869,0.492,235,593,0.396,411,613,0.67,1243,559,172,110,0.328,0.317,0.575,54.4,60.8,9.6,0.555,0.22,1996,6,wteam
1996,Georgetown,New Mexico,Georgetown,37,29,8,0.784,22.63,9.83,13,5,3082,2545,1121,2356,0.476,188,568,0.331,652,1027,0.635,1606,521,431,185,0.436,0.241,0.542,54.7,46.5,11.3,0.516,0.277,1996,2,New Mexico,33,28,5,0.848,11.55,3.42,14,4,2567,2293,889,1802,0.493,220,578,0.381,569,814,0.699,1204,515,228,137,0.452,0.321,0.586,51.7,57.9,9.5,0.554,0.316,1996,7,wteam
1996,Massachusetts,Arkansas,Massachusetts,37,35,2,0.946,21.38,8.92,15,1,2768,2307,992,2187,0.454,160,457,0.35,624,918,0.68,1482,558,311,232,0.42,0.209,0.528,53.8,56.3,15,0.49,0.285,1996,1,Arkansas,33,20,13,0.606,11.67,8.09,9,7,2560,2442,947,2143,0.442,190,586,0.324,476,763,0.624,1314,501,300,147,0.356,0.273,0.511,49.1,52.9,10.7,0.486,0.222,1996,12,wteam
1996,Georgetown,Texas Tech,Georgetown,37,29,8,0.784,22.63,9.83,13,5,3082,2545,1121,2356,0.476,188,568,0.331,652,1027,0.635,1606,521,431,185,0.436,0.241,0.542,54.7,46.5,11.3,0.516,0.277,1996,2,Texas Tech,32,30,2,0.938,14.86,2.11,14,0,2629,2221,908,1983,0.458,251,714,0.352,562,850,0.661,1358,560,170,123,0.429,0.36,0.551,53.9,61.7,8.2,0.521,0.283,1996,3,wteam
1996,Massachusetts,Georgetown,Massachusetts,37,35,2,0.946,21.38,8.92,15,1,2768,2307,992,2187,0.454,160,457,0.35,624,918,0.68,1482,558,311,232,0.42,0.209,0.528,53.8,56.3,15,0.49,0.285,1996,1,Georgetown,37,29,8,0.784,22.63,9.83,13,5,3082,2545,1121,2356,0.476,188,568,0.331,652,1027,0.635,1606,521,431,185,0.436,0.241,0.542,54.7,46.5,11.3,0.516,0.277,1996,2,wteam
1996,Kentucky,San Jose State,Kentucky,36,34,2,0.944,32.14,10.06,16,0,3292,2497,1198,2461,0.487,266,670,0.397,630,883,0.713,1501,783,435,176,0.359,0.272,0.571,53.8,65.4,11.2,0.541,0.256,1996,1,San Jose State,30,13,17,0.433,-3.16,1.21,9,9,2161,2292,782,1756,0.445,99,378,0.262,498,763,0.653,1077,422,208,92,0.435,0.215,0.51,49.9,54,7.1,0.474,0.284,1996,16,wteam
1996,Virginia Tech,Green Bay,Virginia Tech,29,23,6,0.793,11.52,4.25,13,3,2036,1825,750,1640,0.457,155,392,0.395,381,546,0.698,1011,464,184,91,0.333,0.239,0.536,51.9,61.9,8.2,0.505,0.232,1996,9,Green Bay,29,25,4,0.862,8.05,-0.88,16,0,1878,1620,665,1398,0.476,120,313,0.383,428,574,0.746,874,486,179,45,0.411,0.224,0.562,49.9,73.1,5.3,0.519,0.306,1996,8,wteam
1996,Iowa State,University of California,Iowa State,33,24,9,0.727,10.9,7.24,9,5,2223,2091,746,1725,0.432,140,417,0.336,591,869,0.68,1129,435,223,99,0.504,0.242,0.52,49.1,58.3,7.4,0.473,0.343,1996,5,University of California,28,17,11,0.607,11.9,6.44,11,7,2117,1964,716,1598,0.448,153,433,0.353,532,759,0.701,1037,368,216,121,0.475,0.271,0.54,51.4,51.4,9.6,0.496,0.333,1996,12,wteam
1996,Utah,Canisius,Utah,34,27,7,0.794,18.52,6.42,15,3,2609,2171,887,1845,0.481,186,498,0.373,649,828,0.784,1347,535,217,112,0.449,0.27,0.583,56.9,60.3,8.2,0.531,0.352,1996,4,Canisius,30,19,11,0.633,1.13,-1.6,7,7,1973,1891,695,1654,0.42,161,504,0.319,422,606,0.696,1013,433,198,82,0.366,0.305,0.508,48.4,62.3,6.7,0.469,0.255,1996,13,wteam
1996,Louisville,Tulsa,Louisville,34,22,12,0.647,15.18,9.84,10,4,2602,2422,925,1906,0.485,220,620,0.355,532,785,0.678,1147,515,303,138,0.412,0.325,0.571,48.2,55.7,9.9,0.543,0.279,1996,6,Tulsa,30,22,8,0.733,12.92,1.52,12,6,2292,1950,776,1766,0.439,181,534,0.339,559,846,0.661,1295,492,291,136,0.479,0.302,0.529,55.3,63.4,11.1,0.491,0.317,1996,11,wteam
1996,Villanova,Portland,Villanova,33,26,7,0.788,20.34,11.46,14,4,2492,2199,877,1895,0.463,212,606,0.35,526,754,0.698,1254,550,240,185,0.398,0.32,0.553,51.5,62.7,13.4,0.519,0.278,1996,3,Portland,30,19,11,0.633,1.75,-0.18,7,7,2287,2165,854,1924,0.444,144,461,0.312,435,620,0.702,1060,493,257,61,0.322,0.24,0.515,47.6,57.7,5.1,0.481,0.226,1996,14,wteam
1996,Texas,Michigan,Texas,31,21,10,0.677,12.44,5.06,10,4,2535,2306,891,2160,0.413,239,752,0.318,514,774,0.664,1291,427,348,87,0.358,0.348,0.501,50.5,47.9,7.2,0.468,0.238,1996,10,Michigan,32,21,11,0.656,15.02,8.55,10,8,2283,2076,828,1875,0.442,157,476,0.33,470,699,0.672,1245,415,215,116,0.373,0.254,0.517,52.9,50.1,8.9,0.483,0.251,1996,7,wteam
1996,Wake Forest,Louisiana-Monroe,Wake Forest,32,26,6,0.813,18.26,10.73,12,4,2204,1963,757,1628,0.465,260,618,0.421,430,611,0.704,1155,429,151,171,0.375,0.38,0.574,53.6,56.7,13.6,0.545,0.264,1996,2,Louisiana-Monroe,30,16,14,0.533,-2.52,-3.63,13,5,2318,2256,855,1878,0.455,225,593,0.379,383,556,0.689,1030,426,269,142,0.296,0.316,0.541,47.5,49.8,10.6,0.515,0.204,1996,15,wteam
1996,Kentucky,Virginia Tech,Kentucky,36,34,2,0.944,32.14,10.06,16,0,3292,2497,1198,2461,0.487,266,670,0.397,630,883,0.713,1501,783,435,176,0.359,0.272,0.571,53.8,65.4,11.2,0.541,0.256,1996,1,Virginia Tech,29,23,6,0.793,11.52,4.25,13,3,2036,1825,750,1640,0.457,155,392,0.395,381,546,0.698,1011,464,184,91,0.333,0.239,0.536,51.9,61.9,8.2,0.505,0.232,1996,9,wteam
1996,Utah,Iowa State,Utah,34,27,7,0.794,18.52,6.42,15,3,2609,2171,887,1845,0.481,186,498,0.373,649,828,0.784,1347,535,217,112,0.449,0.27,0.583,56.9,60.3,8.2,0.531,0.352,1996,4,Iowa State,33,24,9,0.727,10.9,7.24,9,5,2223,2091,746,1725,0.432,140,417,0.336,591,869,0.68,1129,435,223,99,0.504,0.242,0.52,49.1,58.3,7.4,0.473,0.343,1996,5,wteam
1996,Louisville,Villanova,Louisville,34,22,12,0.647,15.18,9.84,10,4,2602,2422,925,1906,0.485,220,620,0.355,532,785,0.678,1147,515,303,138,0.412,0.325,0.571,48.2,55.7,9.9,0.543,0.279,1996,6,Villanova,33,26,7,0.788,20.34,11.46,14,4,2492,2199,877,1895,0.463,212,606,0.35,526,754,0.698,1254,550,240,185,0.398,0.32,0.553,51.5,62.7,13.4,0.519,0.278,1996,3,wteam
1996,Wake Forest,Texas,Wake Forest,32,26,6,0.813,18.26,10.73,12,4,2204,1963,757,1628,0.465,260,618,0.421,430,611,0.704,1155,429,151,171,0.375,0.38,0.574,53.6,56.7,13.6,0.545,0.264,1996,2,Texas,31,21,10,0.677,12.44,5.06,10,4,2535,2306,891,2160,0.413,239,752,0.318,514,774,0.664,1291,427,348,87,0.358,0.348,0.501,50.5,47.9,7.2,0.468,0.238,1996,10,wteam
1996,Kentucky,Utah,Kentucky,36,34,2,0.944,32.14,10.06,16,0,3292,2497,1198,2461,0.487,266,670,0.397,630,883,0.713,1501,783,435,176,0.359,0.272,0.571,53.8,65.4,11.2,0.541,0.256,1996,1,Utah,34,27,7,0.794,18.52,6.42,15,3,2609,2171,887,1845,0.481,186,498,0.373,649,828,0.784,1347,535,217,112,0.449,0.27,0.583,56.9,60.3,8.2,0.531,0.352,1996,4,wteam
1996,Wake Forest,Louisville,Wake Forest,32,26,6,0.813,18.26,10.73,12,4,2204,1963,757,1628,0.465,260,618,0.421,430,611,0.704,1155,429,151,171,0.375,0.38,0.574,53.6,56.7,13.6,0.545,0.264,1996,2,Louisville,34,22,12,0.647,15.18,9.84,10,4,2602,2422,925,1906,0.485,220,620,0.355,532,785,0.678,1147,515,303,138,0.412,0.325,0.571,48.2,55.7,9.9,0.543,0.279,1996,6,wteam
1996,Kentucky,Wake Forest,Kentucky,36,34,2,0.944,32.14,10.06,16,0,3292,2497,1198,2461,0.487,266,670,0.397,630,883,0.713,1501,783,435,176,0.359,0.272,0.571,53.8,65.4,11.2,0.541,0.256,1996,1,Wake Forest,32,26,6,0.813,18.26,10.73,12,4,2204,1963,757,1628,0.465,260,618,0.421,430,611,0.704,1155,429,151,171,0.375,0.38,0.574,53.6,56.7,13.6,0.545,0.264,1996,2,wteam
1996,Connecticut,Colgate,Connecticut,35,32,3,0.914,26.05,8.19,17,1,2890,2265,1061,2236,0.475,258,633,0.408,510,698,0.731,1519,659,286,190,0.312,0.283,0.563,55.8,62.1,12.1,0.532,0.228,1996,1,Colgate,30,15,15,0.5,-4.68,-3.65,9,3,2164,2195,765,1708,0.448,186,515,0.361,448,685,0.654,1103,401,198,195,0.401,0.302,0.532,48.1,52.4,15.2,0.502,0.262,1996,16,wteam
1996,Eastern Michigan,Duke,Eastern Michigan,31,25,6,0.806,11.54,3.71,14,4,2594,2304,943,1967,0.479,177,499,0.355,531,751,0.707,1149,475,242,120,0.382,0.254,0.558,49.7,50.4,8.5,0.524,0.27,1996,9,Duke,31,18,13,0.581,16.06,10.48,8,8,2336,2163,830,1866,0.445,231,615,0.376,445,633,0.703,1083,439,186,113,0.339,0.33,0.539,49.5,52.9,8.7,0.507,0.238,1996,8,wteam
1996,Mississippi State,Virginia Commonwealth,Mississippi State,34,26,8,0.765,16.2,8.73,10,6,2484,2230,881,1842,0.478,214,558,0.384,508,714,0.711,1325,520,222,175,0.388,0.303,0.569,54.4,59,13,0.536,0.276,1996,5,Virginia Commonwealth,33,24,9,0.727,7.42,-0.09,14,2,2438,2190,890,1908,0.466,153,483,0.317,505,777,0.65,1328,513,246,129,0.407,0.253,0.535,55.7,57.6,9.7,0.507,0.265,1996,12,wteam
1996,Princeton,UCLA,Princeton,29,22,7,0.759,2.53,-4.15,12,2,1714,1498,599,1275,0.47,212,613,0.346,304,441,0.689,776,348,159,55,0.346,0.481,0.577,48.9,58.1,6.4,0.553,0.238,1996,13,UCLA,31,23,8,0.742,14.15,7.34,16,2,2399,2188,897,1698,0.528,118,314,0.376,487,722,0.675,1155,508,202,162,0.425,0.185,0.588,54.4,56.6,12.2,0.563,0.287,1996,4,wteam
1996,Boston College,Indiana,Boston College,30,19,11,0.633,16.93,9.23,10,8,2346,2115,803,1740,0.461,193,549,0.352,547,775,0.706,1204,428,217,93,0.445,0.316,0.556,53.4,53.3,7.4,0.517,0.314,1996,11,Indiana,31,19,12,0.613,17.61,10.87,12,6,2349,2142,807,1709,0.472,184,470,0.391,551,784,0.703,1147,506,193,111,0.459,0.275,0.564,51.5,62.7,9,0.526,0.322,1996,6,wteam
1996,Georgia Tech,Austin Peay,Georgia Tech,36,24,12,0.667,16.96,12.71,13,3,2888,2735,1031,2161,0.477,296,776,0.381,530,754,0.703,1308,622,288,130,0.349,0.359,0.573,49.9,60.3,8.2,0.546,0.245,1996,3,Austin Peay,30,19,11,0.633,-0.41,-4.2,10,6,2377,2224,888,1848,0.481,211,561,0.376,390,570,0.684,1028,525,258,126,0.308,0.304,0.561,46.9,59.1,8.9,0.538,0.211,1996,14,wteam
1996,Temple,Oklahoma,Temple,33,20,13,0.606,11.08,9.29,12,4,1981,1922,705,1811,0.389,182,615,0.296,389,625,0.622,1252,327,244,86,0.345,0.34,0.47,52.5,46.4,8.5,0.44,0.215,1996,7,Oklahoma,30,17,13,0.567,12.8,6.83,8,6,2371,2192,863,1945,0.444,207,576,0.359,438,618,0.709,1222,484,201,82,0.318,0.296,0.53,52.7,56.1,6.5,0.497,0.225,1996,10,wteam
1996,Cincinnati,North Carolina-Greensboro,Cincinnati,33,28,5,0.848,22.11,7.69,11,3,2627,2151,939,2014,0.466,181,507,0.357,568,840,0.676,1360,546,277,105,0.417,0.252,0.544,55.3,58.1,8.3,0.511,0.282,1996,2,North Carolina-Greensboro,30,20,10,0.667,-1.94,-7.18,11,3,2129,1972,745,1615,0.461,205,503,0.408,434,664,0.654,1104,452,190,121,0.411,0.311,0.551,51.8,60.7,10.1,0.525,0.269,1996,15,wteam
1996,Connecticut,Eastern Michigan,Connecticut,35,32,3,0.914,26.05,8.19,17,1,2890,2265,1061,2236,0.475,258,633,0.408,510,698,0.731,1519,659,286,190,0.312,0.283,0.563,55.8,62.1,12.1,0.532,0.228,1996,1,Eastern Michigan,31,25,6,0.806,11.54,3.71,14,4,2594,2304,943,1967,0.479,177,499,0.355,531,751,0.707,1149,475,242,120,0.382,0.254,0.558,49.7,50.4,8.5,0.524,0.27,1996,9,wteam
1996,Mississippi State,Princeton,Mississippi State,34,26,8,0.765,16.2,8.73,10,6,2484,2230,881,1842,0.478,214,558,0.384,508,714,0.711,1325,520,222,175,0.388,0.303,0.569,54.4,59,13,0.536,0.276,1996,5,Princeton,29,22,7,0.759,2.53,-4.15,12,2,1714,1498,599,1275,0.47,212,613,0.346,304,441,0.689,776,348,159,55,0.346,0.481,0.577,48.9,58.1,6.4,0.553,0.238,1996,13,wteam
1996,Georgia Tech,Boston College,Georgia Tech,36,24,12,0.667,16.96,12.71,13,3,2888,2735,1031,2161,0.477,296,776,0.381,530,754,0.703,1308,622,288,130,0.349,0.359,0.573,49.9,60.3,8.2,0.546,0.245,1996,3,Boston College,30,19,11,0.633,16.93,9.23,10,8,2346,2115,803,1740,0.461,193,549,0.352,547,775,0.706,1204,428,217,93,0.445,0.316,0.556,53.4,53.3,7.4,0.517,0.314,1996,11,wteam
1996,Cincinnati,Temple,Cincinnati,33,28,5,0.848,22.11,7.69,11,3,2627,2151,939,2014,0.466,181,507,0.357,568,840,0.676,1360,546,277,105,0.417,0.252,0.544,55.3,58.1,8.3,0.511,0.282,1996,2,Temple,33,20,13,0.606,11.08,9.29,12,4,1981,1922,705,1811,0.389,182,615,0.296,389,625,0.622,1252,327,244,86,0.345,0.34,0.47,52.5,46.4,8.5,0.44,0.215,1996,7,wteam
1996,Mississippi State,Connecticut,Mississippi State,34,26,8,0.765,16.2,8.73,10,6,2484,2230,881,1842,0.478,214,558,0.384,508,714,0.711,1325,520,222,175,0.388,0.303,0.569,54.4,59,13,0.536,0.276,1996,5,Connecticut,35,32,3,0.914,26.05,8.19,17,1,2890,2265,1061,2236,0.475,258,633,0.408,510,698,0.731,1519,659,286,190,0.312,0.283,0.563,55.8,62.1,12.1,0.532,0.228,1996,1,wteam
1996,Cincinnati,Georgia Tech,Cincinnati,33,28,5,0.848,22.11,7.69,11,3,2627,2151,939,2014,0.466,181,507,0.357,568,840,0.676,1360,546,277,105,0.417,0.252,0.544,55.3,58.1,8.3,0.511,0.282,1996,2,Georgia Tech,36,24,12,0.667,16.96,12.71,13,3,2888,2735,1031,2161,0.477,296,776,0.381,530,754,0.703,1308,622,288,130,0.349,0.359,0.573,49.9,60.3,8.2,0.546,0.245,1996,3,wteam
1996,Mississippi State,Cincinnati,Mississippi State,34,26,8,0.765,16.2,8.73,10,6,2484,2230,881,1842,0.478,214,558,0.384,508,714,0.711,1325,520,222,175,0.388,0.303,0.569,54.4,59,13,0.536,0.276,1996,5,Cincinnati,33,28,5,0.848,22.11,7.69,11,3,2627,2151,939,2014,0.466,181,507,0.357,568,840,0.676,1360,546,277,105,0.417,0.252,0.544,55.3,58.1,8.3,0.511,0.282,1996,2,wteam
1996,Purdue,Western Carolina,Purdue,32,26,6,0.813,17.24,8.49,15,3,2338,2058,816,1733,0.471,157,441,0.356,549,816,0.673,1146,521,257,113,0.471,0.254,0.551,51.5,63.8,8.4,0.516,0.317,1996,1,Western Carolina,30,17,13,0.567,-4.85,-4.3,10,4,2431,2397,870,1866,0.466,204,503,0.406,487,696,0.7,1124,464,216,84,0.373,0.27,0.553,48.7,53.3,6.7,0.521,0.261,1996,16,wteam
1996,Georgia,Clemson,Georgia,31,21,10,0.677,19.3,8.14,9,7,2456,2110,912,1947,0.468,198,570,0.347,434,652,0.666,1235,569,308,130,0.335,0.293,0.544,53.2,62.4,10.7,0.519,0.223,1996,8,Clemson,29,18,11,0.621,13.18,8.18,7,9,1971,1826,691,1551,0.446,149,440,0.339,440,668,0.659,999,374,199,86,0.431,0.284,0.527,52.7,54.1,10.4,0.494,0.284,1996,9,wteam
1996,Drexel,Memphis,Drexel,31,27,4,0.871,10.97,-5.06,17,1,2560,2056,868,1828,0.475,241,612,0.394,583,816,0.714,1280,517,191,78,0.446,0.335,0.578,53.9,59.6,5.4,0.541,0.319,1996,12,Memphis,30,22,8,0.733,14.35,6.58,11,3,2205,1972,839,1834,0.457,183,530,0.345,344,557,0.618,1125,491,283,158,0.304,0.289,0.525,50.6,58.5,13.1,0.507,0.188,1996,5,wteam
1996,Syracuse,Montana State,Syracuse,38,29,9,0.763,18.99,11.35,12,6,2897,2607,1027,2203,0.466,199,553,0.36,644,913,0.705,1455,654,296,159,0.414,0.251,0.549,50.7,63.7,10.1,0.511,0.292,1996,4,Montana State,30,21,9,0.7,7.48,-2.45,11,3,2425,2098,898,1800,0.499,207,566,0.366,422,620,0.681,1120,627,218,89,0.344,0.314,0.579,53.5,69.8,6.9,0.556,0.234,1996,13,wteam
1996,Iowa,George Washington,Iowa,32,23,9,0.719,18.65,6.9,11,7,2548,2172,898,1871,0.48,195,585,0.333,557,777,0.717,1296,567,284,84,0.415,0.313,0.569,56.3,63.1,6.9,0.532,0.298,1996,6,George Washington,29,21,8,0.724,8.99,3.61,13,3,2263,2107,788,1733,0.455,130,387,0.336,557,795,0.701,1100,472,211,107,0.459,0.223,0.536,49.5,59.9,8.3,0.492,0.321,1996,11,wteam
1996,Arizona,Valparaiso,Arizona,33,26,7,0.788,18.14,8.42,13,5,2693,2372,973,1981,0.491,222,590,0.376,525,796,0.66,1253,589,244,117,0.402,0.298,0.571,52.3,60.5,8.2,0.547,0.265,1996,3,Valparaiso,32,21,11,0.656,-5.13,-9.2,13,5,2503,2346,915,1910,0.479,201,534,0.376,472,708,0.667,1178,522,255,62,0.371,0.28,0.557,54,57,4.9,0.532,0.247,1996,14,wteam
1996,Santa Clara,Maryland,Santa Clara,29,20,9,0.69,8.81,4.09,10,4,2054,1917,686,1631,0.421,194,534,0.363,488,699,0.698,1066,403,200,67,0.429,0.327,0.523,51.4,58.7,6.1,0.48,0.299,1996,10,Maryland,30,17,13,0.567,15,9.94,8,8,2440,2288,860,1917,0.449,185,544,0.34,535,783,0.683,1158,529,329,88,0.408,0.284,0.533,51,61.5,7.4,0.497,0.279,1996,7,wteam
1996,Kansas,South Carolina State,Kansas,34,29,5,0.853,21.39,7.24,12,2,2741,2219,960,2113,0.454,220,674,0.326,601,916,0.656,1445,600,323,204,0.434,0.319,0.538,53.7,62.5,13.5,0.506,0.284,1996,2,South Carolina State,30,22,8,0.733,-5.26,-13.08,14,2,2160,1927,781,1715,0.455,136,434,0.313,462,719,0.643,1205,380,193,139,0.419,0.253,0.525,54.6,48.7,11.2,0.495,0.269,1996,15,wteam
1996,Georgia,Purdue,Georgia,31,21,10,0.677,19.3,8.14,9,7,2456,2110,912,1947,0.468,198,570,0.347,434,652,0.666,1235,569,308,130,0.335,0.293,0.544,53.2,62.4,10.7,0.519,0.223,1996,8,Purdue,32,26,6,0.813,17.24,8.49,15,3,2338,2058,816,1733,0.471,157,441,0.356,549,816,0.673,1146,521,257,113,0.471,0.254,0.551,51.5,63.8,8.4,0.516,0.317,1996,1,wteam
1996,Syracuse,Drexel,Syracuse,38,29,9,0.763,18.99,11.35,12,6,2897,2607,1027,2203,0.466,199,553,0.36,644,913,0.705,1455,654,296,159,0.414,0.251,0.549,50.7,63.7,10.1,0.511,0.292,1996,4,Drexel,31,27,4,0.871,10.97,-5.06,17,1,2560,2056,868,1828,0.475,241,612,0.394,583,816,0.714,1280,517,191,78,0.446,0.335,0.578,53.9,59.6,5.4,0.541,0.319,1996,12,wteam
1996,Arizona,Iowa,Arizona,33,26,7,0.788,18.14,8.42,13,5,2693,2372,973,1981,0.491,222,590,0.376,525,796,0.66,1253,589,244,117,0.402,0.298,0.571,52.3,60.5,8.2,0.547,0.265,1996,3,Iowa,32,23,9,0.719,18.65,6.9,11,7,2548,2172,898,1871,0.48,195,585,0.333,557,777,0.717,1296,567,284,84,0.415,0.313,0.569,56.3,63.1,6.9,0.532,0.298,1996,6,wteam
1996,Kansas,Santa Clara,Kansas,34,29,5,0.853,21.39,7.24,12,2,2741,2219,960,2113,0.454,220,674,0.326,601,916,0.656,1445,600,323,204,0.434,0.319,0.538,53.7,62.5,13.5,0.506,0.284,1996,2,Santa Clara,29,20,9,0.69,8.81,4.09,10,4,2054,1917,686,1631,0.421,194,534,0.363,488,699,0.698,1066,403,200,67,0.429,0.327,0.523,51.4,58.7,6.1,0.48,0.299,1996,10,wteam
