season,wteam,lteam,School,OverallG,OverallW,OverallL,OverallW.L_percent,OverallSRS,OverallSOS,Conf.W,Conf.L,PointsTm.,PointsOpp.,School.TotalsFG,School.TotalsFGA,School.TotalsFG_percent,School.Totals3P,School.Totals3PA,School.Totals3P_percent,School.TotalsFT,School.TotalsFTA,School.TotalsFT_percent,School.TotalsTRB,School.TotalsAST,School.TotalsSTL,School.TotalsBLK,SchoolAdvancedFTr,SchoolAdvanced3PAr,SchoolAdvancedTS_percent,SchoolAdvancedTRB_percent,SchoolAdvancedAST_percent,SchoolAdvancedBLK_percent,SchoolAdvancedeFG_percent,SchoolAdvancedFT.FGA,season.2,seed,School.1,OverallG.1,OverallW.1,OverallL.1,OverallW.L_percent.1,OverallSRS.1,OverallSOS.1,Conf.W.1,Conf.L.1,PointsTm..1,PointsOpp..1,School.TotalsFG.1,School.TotalsFGA.1,School.TotalsFG_percent.1,School.Totals3P.1,School.Totals3PA.1,School.Totals3P_percent.1,School.TotalsFT.1,School.TotalsFTA.1,School.TotalsFT_percent.1,School.TotalsTRB.1,School.TotalsAST.1,School.TotalsSTL.1,School.TotalsBLK.1,SchoolAdvancedFTr.1,SchoolAdvanced3PAr.1,SchoolAdvancedTS_percent.1,SchoolAdvancedTRB_percent.1,SchoolAdvancedAST_percent.1,SchoolAdvancedBLK_percent.1,SchoolAdvancedeFG_percent.1,SchoolAdvancedFT.FGA.1,season.1,seed.1,variable
2015,West Virginia,Maryland,West Virginia,35,25,10,0.714,15.12,9.29,11,7,2542,2338,872,2138,0.408,227,719,0.316,571,863,0.662,1272,494,376,96,0.404,0.336,0.499,52.1,56.7,8.7,0.461,0.267,2015,5,Maryland,35,28,7,0.8,13.32,7.63,14,4,2417,2218,781,1777,0.44,258,687,0.376,597,790,0.756,1223,376,169,151,0.445,0.387,0.562,51.1,48.1,11.9,0.512,0.336,2015,4,wteam
2015,Notre Dame,Butler,Notre Dame,38,32,6,0.842,19.23,7.02,14,4,2963,2499,1050,2061,0.509,302,775,0.39,561,756,0.742,1231,576,256,138,0.367,0.376,0.612,49.8,54.9,9.1,0.583,0.272,2015,3,Butler,34,23,11,0.676,16.64,8.62,12,6,2346,2073,814,1882,0.433,192,540,0.356,526,767,0.686,1239,387,217,103,0.408,0.287,0.522,54.2,47.5,8.8,0.484,0.279,2015,6,wteam
2015,Wichita State,Kansas,Wichita State,35,30,5,0.857,15.56,3.68,17,1,2460,2008,860,1933,0.445,239,670,0.357,501,715,0.701,1245,476,250,134,0.37,0.347,0.541,53.6,55.3,11.3,0.507,0.259,2015,7,Kansas,36,27,9,0.75,18.47,12.13,13,5,2561,2333,869,1976,0.44,213,562,0.379,610,842,0.724,1364,475,237,175,0.426,0.284,0.539,52.6,54.7,12.3,0.494,0.309,2015,2,wteam
2015,Kentucky,West Virginia,Kentucky,39,38,1,0.974,28.72,8.67,18,0,2900,2118,1006,2150,0.468,203,582,0.349,685,943,0.726,1482,553,253,268,0.439,0.271,0.558,54.9,55,18.2,0.515,0.319,2015,1,West Virginia,35,25,10,0.714,15.12,9.29,11,7,2542,2338,872,2138,0.408,227,719,0.316,571,863,0.662,1272,494,376,96,0.404,0.336,0.499,52.1,56.7,8.7,0.461,0.267,2015,5,wteam
2015,Notre Dame,Wichita State,Notre Dame,38,32,6,0.842,19.23,7.02,14,4,2963,2499,1050,2061,0.509,302,775,0.39,561,756,0.742,1231,576,256,138,0.367,0.376,0.612,49.8,54.9,9.1,0.583,0.272,2015,3,Wichita State,35,30,5,0.857,15.56,3.68,17,1,2460,2008,860,1933,0.445,239,670,0.357,501,715,0.701,1245,476,250,134,0.37,0.347,0.541,53.6,55.3,11.3,0.507,0.259,2015,7,wteam
2015,Kentucky,Notre Dame,Kentucky,39,38,1,0.974,28.72,8.67,18,0,2900,2118,1006,2150,0.468,203,582,0.349,685,943,0.726,1482,553,253,268,0.439,0.271,0.558,54.9,55,18.2,0.515,0.319,2015,1,Notre Dame,38,32,6,0.842,19.23,7.02,14,4,2963,2499,1050,2061,0.509,302,775,0.39,561,756,0.742,1231,576,256,138,0.367,0.376,0.612,49.8,54.9,9.1,0.583,0.272,2015,3,wteam
2015,Duke,Robert Morris,Duke,39,35,4,0.897,24.97,9.87,15,3,3091,2502,1099,2191,0.502,283,732,0.387,610,873,0.699,1436,588,278,149,0.398,0.334,0.593,53.9,53.5,9,0.566,0.278,2015,1,Robert Morris,35,20,15,0.571,-3.02,-3.5,12,6,2414,2397,854,1926,0.443,221,590,0.375,485,684,0.709,1162,428,300,100,0.355,0.306,0.536,47.9,50.1,8.1,0.501,0.252,2015,16,wteam
2015,San Diego State,St. John's (NY),San Diego State,36,27,9,0.75,11.81,4.24,14,4,2226,1939,800,1916,0.418,189,591,0.32,437,694,0.63,1270,377,247,179,0.362,0.308,0.496,52.4,47.1,14.1,0.467,0.228,2015,8,St. John's (NY),33,21,12,0.636,11.85,9.04,10,8,2343,2240,835,1890,0.442,198,569,0.348,475,687,0.691,1164,408,246,210,0.363,0.301,0.529,47.4,48.9,16.8,0.494,0.251,2015,9,wteam
2015,Utah,Stephen F. Austin,Utah,35,26,9,0.743,20.98,7.42,13,5,2496,1999,849,1760,0.482,264,654,0.404,534,760,0.703,1204,489,208,175,0.432,0.372,0.588,53.7,57.6,13.5,0.557,0.303,2015,5,Stephen F. Austin,34,29,5,0.853,8.61,-4.2,17,1,2672,2188,911,1870,0.487,262,692,0.379,588,799,0.736,1176,596,259,120,0.427,0.37,0.594,54.2,65.4,10,0.557,0.314,2015,12,wteam
2015,Georgetown,Eastern Washington,Georgetown,33,22,11,0.667,15.48,9.81,12,6,2340,2153,799,1753,0.456,201,569,0.353,541,769,0.704,1152,427,251,156,0.439,0.325,0.552,52.2,53.4,14.1,0.513,0.309,2015,4,Eastern Washington,35,26,9,0.743,0.79,-3.84,14,4,2820,2588,977,2045,0.478,344,860,0.4,522,719,0.726,1183,454,219,167,0.352,0.421,0.591,50,46.5,13,0.562,0.255,2015,13,wteam
2015,UCLA,Southern Methodist,UCLA,36,22,14,0.611,12.07,8.27,11,7,2590,2453,930,2099,0.443,223,606,0.368,507,750,0.676,1367,498,238,139,0.357,0.289,0.527,52.6,53.5,11,0.496,0.242,2015,11,Southern Methodist,34,27,7,0.794,12.94,3.57,15,3,2350,2032,832,1750,0.475,145,400,0.363,541,770,0.703,1244,524,237,146,0.44,0.229,0.555,55,63,14.7,0.517,0.309,2015,6,wteam
2015,Alabama-Birmingham,Iowa State,Alabama-Birmingham,36,20,16,0.556,1.94,1.62,12,6,2476,2452,873,2042,0.428,202,607,0.333,528,715,0.738,1322,516,237,184,0.35,0.297,0.52,51,59.1,13,0.477,0.259,2015,14,Iowa State,34,25,9,0.735,17.94,9.15,12,6,2645,2346,940,1973,0.476,263,726,0.362,502,721,0.696,1221,546,218,133,0.365,0.368,0.571,50.5,58.1,9.7,0.543,0.254,2015,3,wteam
2015,Iowa,Davidson,Iowa,34,22,12,0.647,15.83,8.39,12,6,2372,2119,821,1905,0.431,192,576,0.333,538,723,0.744,1274,482,218,158,0.38,0.302,0.527,52.9,58.7,13.1,0.481,0.282,2015,7,Davidson,32,24,8,0.75,11.97,3.19,14,4,2529,2221,898,1924,0.467,343,877,0.391,390,553,0.705,1144,547,171,93,0.287,0.456,0.578,50.3,60.9,7.5,0.556,0.203,2015,10,wteam
2015,Gonzaga,North Dakota State,Gonzaga,38,35,3,0.921,21.12,5.12,17,1,2989,2343,1084,2083,0.52,264,660,0.4,557,806,0.691,1441,620,226,126,0.387,0.317,0.606,55.5,57.2,8.4,0.584,0.267,2015,2,North Dakota State,33,23,10,0.697,-1.72,-3.63,12,4,2141,2057,743,1713,0.434,230,600,0.383,425,614,0.692,1098,315,156,123,0.358,0.35,0.534,51.3,42.4,10.7,0.501,0.248,2015,15,wteam
2015,Duke,San Diego State,Duke,39,35,4,0.897,24.97,9.87,15,3,3091,2502,1099,2191,0.502,283,732,0.387,610,873,0.699,1436,588,278,149,0.398,0.334,0.593,53.9,53.5,9,0.566,0.278,2015,1,San Diego State,36,27,9,0.75,11.81,4.24,14,4,2226,1939,800,1916,0.418,189,591,0.32,437,694,0.63,1270,377,247,179,0.362,0.308,0.496,52.4,47.1,14.1,0.467,0.228,2015,8,wteam
2015,Utah,Georgetown,Utah,35,26,9,0.743,20.98,7.42,13,5,2496,1999,849,1760,0.482,264,654,0.404,534,760,0.703,1204,489,208,175,0.432,0.372,0.588,53.7,57.6,13.5,0.557,0.303,2015,5,Georgetown,33,22,11,0.667,15.48,9.81,12,6,2340,2153,799,1753,0.456,201,569,0.353,541,769,0.704,1152,427,251,156,0.439,0.325,0.552,52.2,53.4,14.1,0.513,0.309,2015,4,wteam
2015,UCLA,Alabama-Birmingham,UCLA,36,22,14,0.611,12.07,8.27,11,7,2590,2453,930,2099,0.443,223,606,0.368,507,750,0.676,1367,498,238,139,0.357,0.289,0.527,52.6,53.5,11,0.496,0.242,2015,11,Alabama-Birmingham,36,20,16,0.556,1.94,1.62,12,6,2476,2452,873,2042,0.428,202,607,0.333,528,715,0.738,1322,516,237,184,0.35,0.297,0.52,51,59.1,13,0.477,0.259,2015,14,wteam
2015,Gonzaga,Iowa,Gonzaga,38,35,3,0.921,21.12,5.12,17,1,2989,2343,1084,2083,0.52,264,660,0.4,557,806,0.691,1441,620,226,126,0.387,0.317,0.606,55.5,57.2,8.4,0.584,0.267,2015,2,Iowa,34,22,12,0.647,15.83,8.39,12,6,2372,2119,821,1905,0.431,192,576,0.333,538,723,0.744,1274,482,218,158,0.38,0.302,0.527,52.9,58.7,13.1,0.481,0.282,2015,7,wteam
2015,Duke,Utah,Duke,39,35,4,0.897,24.97,9.87,15,3,3091,2502,1099,2191,0.502,283,732,0.387,610,873,0.699,1436,588,278,149,0.398,0.334,0.593,53.9,53.5,9,0.566,0.278,2015,1,Utah,35,26,9,0.743,20.98,7.42,13,5,2496,1999,849,1760,0.482,264,654,0.404,534,760,0.703,1204,489,208,175,0.432,0.372,0.588,53.7,57.6,13.5,0.557,0.303,2015,5,wteam
2015,Gonzaga,UCLA,Gonzaga,38,35,3,0.921,21.12,5.12,17,1,2989,2343,1084,2083,0.52,264,660,0.4,557,806,0.691,1441,620,226,126,0.387,0.317,0.606,55.5,57.2,8.4,0.584,0.267,2015,2,UCLA,36,22,14,0.611,12.07,8.27,11,7,2590,2453,930,2099,0.443,223,606,0.368,507,750,0.676,1367,498,238,139,0.357,0.289,0.527,52.6,53.5,11,0.496,0.242,2015,11,wteam
2015,Duke,Gonzaga,Duke,39,35,4,0.897,24.97,9.87,15,3,3091,2502,1099,2191,0.502,283,732,0.387,610,873,0.699,1436,588,278,149,0.398,0.334,0.593,53.9,53.5,9,0.566,0.278,2015,1,Gonzaga,38,35,3,0.921,21.12,5.12,17,1,2989,2343,1084,2083,0.52,264,660,0.4,557,806,0.691,1441,620,226,126,0.387,0.317,0.606,55.5,57.2,8.4,0.584,0.267,2015,2,wteam
2015,Wisconsin,Coastal Carolina,Wisconsin,40,36,4,0.9,24.61,10.29,16,2,2900,2327,1014,2115,0.479,288,790,0.365,584,765,0.763,1338,504,174,127,0.362,0.374,0.585,54.7,49.7,8.2,0.548,0.276,2015,1,Coastal Carolina,34,24,10,0.706,-1.02,-6.18,12,6,2438,2121,836,1899,0.44,228,633,0.36,538,780,0.69,1338,385,240,111,0.411,0.333,0.537,55.7,46.1,10.2,0.5,0.283,2015,16,wteam
2015,Oregon,Oklahoma State,Oregon,36,26,10,0.722,11.43,7.65,13,5,2713,2550,992,2143,0.463,263,726,0.362,466,613,0.76,1298,508,207,157,0.286,0.339,0.557,50.9,51.2,11,0.524,0.217,2015,8,Oklahoma State,32,18,14,0.563,12.95,9.63,8,10,2160,2011,733,1667,0.44,226,647,0.349,468,645,0.726,1039,366,253,156,0.387,0.388,0.547,48.6,49.9,13.7,0.507,0.281,2015,9,wteam
2015,Arkansas,Wofford,Arkansas,36,27,9,0.75,14.07,6.79,13,5,2787,2525,978,2196,0.445,238,681,0.349,593,819,0.724,1290,579,277,168,0.373,0.31,0.539,50.2,59.2,12,0.5,0.27,2015,5,Wofford,35,28,7,0.8,2.56,-2.98,16,2,2331,2089,818,1802,0.454,222,596,0.372,473,688,0.688,1139,461,228,87,0.382,0.331,0.547,51.1,56.4,7.2,0.516,0.262,2015,12,wteam
2015,North Carolina,Harvard,North Carolina,38,26,12,0.684,20.63,11.76,11,7,2953,2616,1099,2309,0.476,184,514,0.358,571,814,0.701,1541,661,251,160,0.353,0.223,0.548,55.2,60.1,11.3,0.516,0.247,2015,4,Harvard,30,22,8,0.733,4.47,-0.25,12,3,1926,1727,671,1548,0.433,146,412,0.354,438,609,0.719,1025,384,213,135,0.393,0.266,0.524,52.5,57.2,13.1,0.481,0.283,2015,13,wteam
2015,Xavier,Mississippi,Xavier,37,23,14,0.622,15.42,9.48,9,9,2712,2492,956,2011,0.475,234,666,0.351,566,775,0.73,1282,596,223,106,0.385,0.331,0.57,52.8,62.3,8.3,0.534,0.281,2015,6,Mississippi,34,21,13,0.618,11.39,7.01,11,7,2475,2326,848,2003,0.423,220,662,0.332,559,723,0.773,1284,450,225,128,0.361,0.331,0.527,51.8,53.1,11.3,0.478,0.279,2015,11,wteam
2015,Georgia State,Baylor,Georgia State,35,25,10,0.714,5.47,-2.03,15,5,2499,2184,902,1878,0.48,174,522,0.333,521,719,0.725,1116,479,321,143,0.383,0.278,0.563,48.9,53.1,13.5,0.527,0.277,2015,14,Baylor,34,24,10,0.706,17.85,9.33,11,7,2349,2048,813,1874,0.434,236,626,0.377,487,723,0.674,1333,497,263,132,0.386,0.334,0.53,55.9,61.1,11.2,0.497,0.26,2015,3,wteam
2015,Ohio State,Virginia Commonwealth,Ohio State,35,24,11,0.686,19.68,7.37,11,7,2635,2204,964,1995,0.483,236,637,0.37,471,693,0.68,1241,534,266,178,0.347,0.319,0.567,51.5,55.4,14.6,0.542,0.236,2015,10,Virginia Commonwealth,36,26,10,0.722,12.79,6.1,12,6,2609,2368,896,2139,0.419,293,854,0.343,524,797,0.657,1277,456,342,153,0.373,0.399,0.518,49.2,50.9,12.5,0.487,0.245,2015,7,wteam
2015,Arizona,Texas Southern,Arizona,38,34,4,0.895,24.33,7.41,16,2,2911,2268,1009,2068,0.488,193,536,0.36,700,974,0.719,1399,528,275,131,0.471,0.259,0.575,56.8,52.3,9.8,0.535,0.338,2015,2,Texas Southern,35,22,13,0.629,-5.98,-6.09,16,2,2390,2386,818,1840,0.445,185,574,0.322,569,861,0.661,1193,375,214,109,0.468,0.312,0.531,50,45.8,7.7,0.495,0.309,2015,15,wteam
2015,Wisconsin,Oregon,Wisconsin,40,36,4,0.9,24.61,10.29,16,2,2900,2327,1014,2115,0.479,288,790,0.365,584,765,0.763,1338,504,174,127,0.362,0.374,0.585,54.7,49.7,8.2,0.548,0.276,2015,1,Oregon,36,26,10,0.722,11.43,7.65,13,5,2713,2550,992,2143,0.463,263,726,0.362,466,613,0.76,1298,508,207,157,0.286,0.339,0.557,50.9,51.2,11,0.524,0.217,2015,8,wteam
2015,North Carolina,Arkansas,North Carolina,38,26,12,0.684,20.63,11.76,11,7,2953,2616,1099,2309,0.476,184,514,0.358,571,814,0.701,1541,661,251,160,0.353,0.223,0.548,55.2,60.1,11.3,0.516,0.247,2015,4,Arkansas,36,27,9,0.75,14.07,6.79,13,5,2787,2525,978,2196,0.445,238,681,0.349,593,819,0.724,1290,579,277,168,0.373,0.31,0.539,50.2,59.2,12,0.5,0.27,2015,5,wteam
2015,Xavier,Georgia State,Xavier,37,23,14,0.622,15.42,9.48,9,9,2712,2492,956,2011,0.475,234,666,0.351,566,775,0.73,1282,596,223,106,0.385,0.331,0.57,52.8,62.3,8.3,0.534,0.281,2015,6,Georgia State,35,25,10,0.714,5.47,-2.03,15,5,2499,2184,902,1878,0.48,174,522,0.333,521,719,0.725,1116,479,321,143,0.383,0.278,0.563,48.9,53.1,13.5,0.527,0.277,2015,14,wteam
2015,Arizona,Ohio State,Arizona,38,34,4,0.895,24.33,7.41,16,2,2911,2268,1009,2068,0.488,193,536,0.36,700,974,0.719,1399,528,275,131,0.471,0.259,0.575,56.8,52.3,9.8,0.535,0.338,2015,2,Ohio State,35,24,11,0.686,19.68,7.37,11,7,2635,2204,964,1995,0.483,236,637,0.37,471,693,0.68,1241,534,266,178,0.347,0.319,0.567,51.5,55.4,14.6,0.542,0.236,2015,10,wteam
2015,Wisconsin,North Carolina,Wisconsin,40,36,4,0.9,24.61,10.29,16,2,2900,2327,1014,2115,0.479,288,790,0.365,584,765,0.763,1338,504,174,127,0.362,0.374,0.585,54.7,49.7,8.2,0.548,0.276,2015,1,North Carolina,38,26,12,0.684,20.63,11.76,11,7,2953,2616,1099,2309,0.476,184,514,0.358,571,814,0.701,1541,661,251,160,0.353,0.223,0.548,55.2,60.1,11.3,0.516,0.247,2015,4,wteam
2015,Arizona,Xavier,Arizona,38,34,4,0.895,24.33,7.41,16,2,2911,2268,1009,2068,0.488,193,536,0.36,700,974,0.719,1399,528,275,131,0.471,0.259,0.575,56.8,52.3,9.8,0.535,0.338,2015,2,Xavier,37,23,14,0.622,15.42,9.48,9,9,2712,2492,956,2011,0.475,234,666,0.351,566,775,0.73,1282,596,223,106,0.385,0.331,0.57,52.8,62.3,8.3,0.534,0.281,2015,6,wteam
2015,Wisconsin,Arizona,Wisconsin,40,36,4,0.9,24.61,10.29,16,2,2900,2327,1014,2115,0.479,288,790,0.365,584,765,0.763,1338,504,174,127,0.362,0.374,0.585,54.7,49.7,8.2,0.548,0.276,2015,1,Arizona,38,34,4,0.895,24.33,7.41,16,2,2911,2268,1009,2068,0.488,193,536,0.36,700,974,0.719,1399,528,275,131,0.471,0.259,0.575,56.8,52.3,9.8,0.535,0.338,2015,2,wteam
2015,Duke,Michigan State,Duke,39,35,4,0.897,24.97,9.87,15,3,3091,2502,1099,2191,0.502,283,732,0.387,610,873,0.699,1436,588,278,149,0.398,0.334,0.593,53.9,53.5,9,0.566,0.278,2015,1,Michigan State,39,27,12,0.692,17.46,10,12,6,2773,2482,1014,2181,0.465,294,763,0.385,451,714,0.632,1458,646,203,176,0.327,0.35,0.55,53.9,63.7,12.6,0.532,0.207,2015,7,wteam
2015,Kentucky,Wisconsin,Kentucky,39,38,1,0.974,28.72,8.67,18,0,2900,2118,1006,2150,0.468,203,582,0.349,685,943,0.726,1482,553,253,268,0.439,0.271,0.558,54.9,55,18.2,0.515,0.319,2015,1,Wisconsin,40,36,4,0.9,24.61,10.29,16,2,2900,2327,1014,2115,0.479,288,790,0.365,584,765,0.763,1338,504,174,127,0.362,0.374,0.585,54.7,49.7,8.2,0.548,0.276,2015,1,wteam
2015,Duke,Wisconsin,Duke,39,35,4,0.897,24.97,9.87,15,3,3091,2502,1099,2191,0.502,283,732,0.387,610,873,0.699,1436,588,278,149,0.398,0.334,0.593,53.9,53.5,9,0.566,0.278,2015,1,Wisconsin,40,36,4,0.9,24.61,10.29,16,2,2900,2327,1014,2115,0.479,288,790,0.365,584,765,0.763,1338,504,174,127,0.362,0.374,0.585,54.7,49.7,8.2,0.548,0.276,2015,1,wteam
2016,North Carolina,Florida Gulf Coast,North Carolina,40,33,7,0.825,23.44,10.69,14,4,3311,2801,1235,2560,0.482,224,685,0.327,617,826,0.747,1624,708,269,177,0.323,0.268,0.561,55.9,57.3,11.5,0.526,0.241,2016,1,Florida Gulf Coast,35,21,14,0.6,-0.79,-3.82,8,6,2703,2473,1008,2106,0.479,186,527,0.353,501,778,0.644,1422,483,230,141,0.369,0.25,0.546,53.5,47.9,10.3,0.523,0.238,2016,16,wteam
2016,Providence,Southern California,Providence,35,24,11,0.686,11.94,8.46,10,8,2577,2455,881,2093,0.421,249,776,0.321,566,781,0.725,1263,550,229,123,0.373,0.371,0.523,49.4,62.4,8.9,0.48,0.27,2016,9,Southern California,34,21,13,0.618,13.52,7.64,9,9,2737,2537,982,2138,0.459,266,688,0.387,507,750,0.676,1337,504,215,181,0.351,0.322,0.549,51.1,51.3,12.5,0.522,0.237,2016,8,wteam
2016,Indiana,Chattanooga,Indiana,35,27,8,0.771,19.59,6.9,15,3,2891,2447,1021,2034,0.502,345,831,0.415,504,688,0.733,1288,560,239,137,0.338,0.409,0.612,54.9,54.8,9.8,0.587,0.248,2016,5,Chattanooga,35,29,6,0.829,3.24,-3.46,15,3,2652,2364,897,1963,0.457,262,729,0.359,596,811,0.735,1241,504,272,165,0.413,0.371,0.565,52.3,56.2,13.1,0.524,0.304,2016,12,wteam
2016,Kentucky,Stony Brook,Kentucky,36,27,9,0.75,20.23,8.84,13,5,2861,2451,1028,2149,0.478,244,666,0.366,561,813,0.69,1395,512,206,207,0.378,0.31,0.564,53.6,49.8,14.1,0.535,0.261,2016,4,Stony Brook,33,26,7,0.788,3.75,-5.28,14,2,2515,2115,933,1992,0.468,220,598,0.368,429,637,0.673,1312,541,204,150,0.32,0.3,0.548,55.4,58,12.1,0.524,0.215,2016,13,wteam
2016,Notre Dame,Michigan,Notre Dame,36,24,12,0.667,14.1,9.57,11,7,2704,2541,972,2042,0.476,262,700,0.374,498,671,0.742,1265,480,197,143,0.329,0.343,0.573,51.1,49.4,10.1,0.54,0.244,2016,6,Michigan,36,23,13,0.639,13.75,7.92,10,8,2656,2426,947,2048,0.462,342,901,0.38,420,569,0.738,1152,537,203,81,0.278,0.44,0.573,49.2,56.7,6.4,0.546,0.205,2016,11,wteam
2016,Stephen F. Austin,West Virginia,Stephen F. Austin,34,28,6,0.824,9.23,-5.47,18,0,2728,2153,972,2032,0.478,269,741,0.363,515,701,0.735,1188,635,310,122,0.345,0.365,0.577,51.9,65.3,10.2,0.545,0.253,2016,14,West Virginia,35,26,9,0.743,21.61,9.78,13,5,2749,2335,943,2102,0.449,209,643,0.325,654,972,0.673,1380,510,343,93,0.462,0.306,0.536,56.1,54.1,8.5,0.498,0.311,2016,3,wteam
2016,Wisconsin,Pittsburgh,Wisconsin,35,22,13,0.629,13.4,9.4,12,6,2373,2233,816,1917,0.426,229,656,0.349,512,728,0.703,1228,400,205,114,0.38,0.342,0.524,52.3,49,8.6,0.485,0.267,2016,7,Pittsburgh,33,21,12,0.636,15.47,8.75,9,9,2476,2220,878,1919,0.458,204,589,0.346,516,686,0.752,1257,547,162,121,0.357,0.307,0.551,55.2,62.3,10,0.511,0.269,2016,10,wteam
2016,Xavier,Weber State,Xavier,34,28,6,0.824,18.58,8.43,14,4,2737,2392,928,2054,0.452,255,702,0.363,626,857,0.73,1387,548,246,101,0.417,0.342,0.556,54.9,59.1,8.4,0.514,0.305,2016,2,Weber State,35,26,9,0.743,0.18,-5.13,15,3,2662,2344,908,1885,0.482,291,785,0.371,555,821,0.676,1296,477,175,119,0.436,0.416,0.585,52.6,52.5,7.7,0.559,0.294,2016,15,wteam
2016,North Carolina,Providence,North Carolina,40,33,7,0.825,23.44,10.69,14,4,3311,2801,1235,2560,0.482,224,685,0.327,617,826,0.747,1624,708,269,177,0.323,0.268,0.561,55.9,57.3,11.5,0.526,0.241,2016,1,Providence,35,24,11,0.686,11.94,8.46,10,8,2577,2455,881,2093,0.421,249,776,0.321,566,781,0.725,1263,550,229,123,0.373,0.371,0.523,49.4,62.4,8.9,0.48,0.27,2016,9,wteam
2016,Indiana,Kentucky,Indiana,35,27,8,0.771,19.59,6.9,15,3,2891,2447,1021,2034,0.502,345,831,0.415,504,688,0.733,1288,560,239,137,0.338,0.409,0.612,54.9,54.8,9.8,0.587,0.248,2016,5,Kentucky,36,27,9,0.75,20.23,8.84,13,5,2861,2451,1028,2149,0.478,244,666,0.366,561,813,0.69,1395,512,206,207,0.378,0.31,0.564,53.6,49.8,14.1,0.535,0.261,2016,4,wteam
2016,Notre Dame,Stephen F. Austin,Notre Dame,36,24,12,0.667,14.1,9.57,11,7,2704,2541,972,2042,0.476,262,700,0.374,498,671,0.742,1265,480,197,143,0.329,0.343,0.573,51.1,49.4,10.1,0.54,0.244,2016,6,Stephen F. Austin,34,28,6,0.824,9.23,-5.47,18,0,2728,2153,972,2032,0.478,269,741,0.363,515,701,0.735,1188,635,310,122,0.345,0.365,0.577,51.9,65.3,10.2,0.545,0.253,2016,14,wteam
2016,Wisconsin,Xavier,Wisconsin,35,22,13,0.629,13.4,9.4,12,6,2373,2233,816,1917,0.426,229,656,0.349,512,728,0.703,1228,400,205,114,0.38,0.342,0.524,52.3,49,8.6,0.485,0.267,2016,7,Xavier,34,28,6,0.824,18.58,8.43,14,4,2737,2392,928,2054,0.452,255,702,0.363,626,857,0.73,1387,548,246,101,0.417,0.342,0.556,54.9,59.1,8.4,0.514,0.305,2016,2,wteam
2016,North Carolina,Indiana,North Carolina,40,33,7,0.825,23.44,10.69,14,4,3311,2801,1235,2560,0.482,224,685,0.327,617,826,0.747,1624,708,269,177,0.323,0.268,0.561,55.9,57.3,11.5,0.526,0.241,2016,1,Indiana,35,27,8,0.771,19.59,6.9,15,3,2891,2447,1021,2034,0.502,345,831,0.415,504,688,0.733,1288,560,239,137,0.338,0.409,0.612,54.9,54.8,9.8,0.587,0.248,2016,5,wteam
2016,Notre Dame,Wisconsin,Notre Dame,36,24,12,0.667,14.1,9.57,11,7,2704,2541,972,2042,0.476,262,700,0.374,498,671,0.742,1265,480,197,143,0.329,0.343,0.573,51.1,49.4,10.1,0.54,0.244,2016,6,Wisconsin,35,22,13,0.629,13.4,9.4,12,6,2373,2233,816,1917,0.426,229,656,0.349,512,728,0.703,1228,400,205,114,0.38,0.342,0.524,52.3,49,8.6,0.485,0.267,2016,7,wteam
2016,North Carolina,Notre Dame,North Carolina,40,33,7,0.825,23.44,10.69,14,4,3311,2801,1235,2560,0.482,224,685,0.327,617,826,0.747,1624,708,269,177,0.323,0.268,0.561,55.9,57.3,11.5,0.526,0.241,2016,1,Notre Dame,36,24,12,0.667,14.1,9.57,11,7,2704,2541,972,2042,0.476,262,700,0.374,498,671,0.742,1265,480,197,143,0.329,0.343,0.573,51.1,49.4,10.1,0.54,0.244,2016,6,wteam
2016,Kansas,Austin Peay,Kansas,38,33,5,0.868,23.87,11.22,15,3,3089,2570,1092,2207,0.495,304,728,0.418,601,843,0.713,1443,604,253,158,0.382,0.33,0.592,53.9,55.3,10.7,0.564,0.272,2016,1,Austin Peay,36,18,18,0.5,-6.04,-2.98,7,9,2740,2765,945,2049,0.461,223,645,0.346,627,936,0.67,1326,479,250,101,0.457,0.315,0.549,51.8,50.7,7.7,0.516,0.306,2016,16,wteam
2016,Connecticut,Colorado,Connecticut,36,25,11,0.694,15.89,6.28,11,7,2631,2285,944,2078,0.454,255,699,0.365,488,615,0.793,1300,489,210,182,0.296,0.336,0.555,51.1,51.8,14,0.516,0.235,2016,9,Colorado,34,22,12,0.647,12.04,7.64,10,8,2576,2407,865,2029,0.426,252,647,0.389,594,808,0.735,1434,461,177,167,0.398,0.319,0.534,55.7,53.3,11.6,0.488,0.293,2016,8,wteam
2016,Maryland,South Dakota State,Maryland,36,27,9,0.75,16.71,8.31,12,6,2725,2400,943,1941,0.486,267,739,0.361,572,745,0.768,1288,488,210,194,0.384,0.381,0.594,51.9,51.7,13.9,0.555,0.295,2016,5,South Dakota State,34,26,8,0.765,5.44,-1.22,12,4,2591,2316,877,1950,0.45,255,715,0.357,582,783,0.743,1279,381,169,84,0.402,0.367,0.558,53.7,43.4,6.6,0.515,0.298,2016,12,wteam
